center,left,right,steering,throttle,brake,speed
C:\Users\CHANDU\Downloads\simulator-windows-64\Records1\IMG\center_2025_07_28_20_31_02_357.jpg, C:\Users\CHANDU\Downloads\simulator-windows-64\Records1\IMG\left_2025_07_28_20_31_02_357.jpg, C:\Users\CHANDU\Downloads\simulator-windows-64\Records1\IMG\right_2025_07_28_20_31_02_357.jpg,0,0,0,25.44147
C:\Users\CHANDU\Downloads\simulator-windows-64\Records1\IMG\center_2025_07_28_20_31_02_500.jpg, C:\Users\CHANDU\Downloads\simulator-windows-64\Records1\IMG\left_2025_07_28_20_31_02_500.jpg, C:\Users\CHANDU\Downloads\simulator-windows-64\Records1\IMG\right_2025_07_28_20_31_02_500.jpg,0,0.4280595,0,25.73953
C:\Users\CHANDU\Downloads\simulator-windows-64\Records1\IMG\center_2025_07_28_20_31_02_603.jpg, C:\Users\CHANDU\Downloads\simulator-windows-64\Records1\IMG\left_2025_07_28_20_31_02_603.jpg, C:\Users\CHANDU\Downloads\simulator-windows-64\Records1\IMG\right_2025_07_28_20_31_02_603.jpg,0,0.1200408,0,25.68468
C:\Users\CHANDU\Downloads\simulator-windows-64\Records1\IMG\center_2025_07_28_20_31_02_740.jpg, C:\Users\CHANDU\Downloads\simulator-windows-64\Records1\IMG\left_2025_07_28_20_31_02_740.jpg, C:\Users\CHANDU\Downloads\simulator-windows-64\Records1\IMG\right_2025_07_28_20_31_02_740.jpg,0,0,0,25.33919
C:\Users\CHANDU\Downloads\simulator-windows-64\Records1\IMG\center_2025_07_28_20_31_02_878.jpg, C:\Users\CHANDU\Downloads\simulator-windows-64\Records1\IMG\left_2025_07_28_20_31_02_878.jpg, C:\Users\CHANDU\Downloads\simulator-windows-64\Records1\IMG\right_2025_07_28_20_31_02_878.jpg,0,0.4132167,0,25.61562
C:\Users\CHANDU\Downloads\simulator-windows-64\Records1\IMG\center_2025_07_28_20_31_02_980.jpg, C:\Users\CHANDU\Downloads\simulator-windows-64\Records1\IMG\left_2025_07_28_20_31_02_980.jpg, C:\Users\CHANDU\Downloads\simulator-windows-64\Records1\IMG\right_2025_07_28_20_31_02_980.jpg,0,0.7161726,0,26.18312
C:\Users\CHANDU\Downloads\simulator-windows-64\Records1\IMG\center_2025_07_28_20_31_03_083.jpg, C:\Users\CHANDU\Downloads\simulator-windows-64\Records1\IMG\left_2025_07_28_20_31_03_083.jpg, C:\Users\CHANDU\Downloads\simulator-windows-64\Records1\IMG\right_2025_07_28_20_31_03_083.jpg,0,1,0,27.08728
C:\Users\CHANDU\Downloads\simulator-windows-64\Records1\IMG\center_2025_07_28_20_31_03_186.jpg, C:\Users\CHANDU\Downloads\simulator-windows-64\Records1\IMG\left_2025_07_28_20_31_03_186.jpg, C:\Users\CHANDU\Downloads\simulator-windows-64\Records1\IMG\right_2025_07_28_20_31_03_186.jpg,0,1,0,28.21355
C:\Users\CHANDU\Downloads\simulator-windows-64\Records1\IMG\center_2025_07_28_20_31_03_292.jpg, C:\Users\CHANDU\Downloads\simulator-windows-64\Records1\IMG\left_2025_07_28_20_31_03_292.jpg, C:\Users\CHANDU\Downloads\simulator-windows-64\Records1\IMG\right_2025_07_28_20_31_03_292.jpg,-0.3183546,0.6816454,0,28.69097
C:\Users\CHANDU\Downloads\simulator-windows-64\Records1\IMG\center_2025_07_28_20_31_03_396.jpg, C:\Users\CHANDU\Downloads\simulator-windows-64\Records1\IMG\left_2025_07_28_20_31_03_396.jpg, C:\Users\CHANDU\Downloads\simulator-windows-64\Records1\IMG\right_2025_07_28_20_31_03_396.jpg,-0.004941911,0.3682327,0,28.89331
C:\Users\CHANDU\Downloads\simulator-windows-64\Records1\IMG\center_2025_07_28_20_31_03_500.jpg, C:\Users\CHANDU\Downloads\simulator-windows-64\Records1\IMG\left_2025_07_28_20_31_03_500.jpg, C:\Users\CHANDU\Downloads\simulator-windows-64\Records1\IMG\right_2025_07_28_20_31_03_500.jpg,0,0.05652401,0,28.72419
C:\Users\CHANDU\Downloads\simulator-windows-64\Records1\IMG\center_2025_07_28_20_31_03_602.jpg, C:\Users\CHANDU\Downloads\simulator-windows-64\Records1\IMG\left_2025_07_28_20_31_03_602.jpg, C:\Users\CHANDU\Downloads\simulator-windows-64\Records1\IMG\right_2025_07_28_20_31_03_602.jpg,0,0,0,28.44656
C:\Users\CHANDU\Downloads\simulator-windows-64\Records1\IMG\center_2025_07_28_20_31_03_704.jpg, C:\Users\CHANDU\Downloads\simulator-windows-64\Records1\IMG\left_2025_07_28_20_31_03_704.jpg, C:\Users\CHANDU\Downloads\simulator-windows-64\Records1\IMG\right_2025_07_28_20_31_03_704.jpg,0,0,0,28.16238
C:\Users\CHANDU\Downloads\simulator-windows-64\Records1\IMG\center_2025_07_28_20_31_03_806.jpg, C:\Users\CHANDU\Downloads\simulator-windows-64\Records1\IMG\left_2025_07_28_20_31_03_806.jpg, C:\Users\CHANDU\Downloads\simulator-windows-64\Records1\IMG\right_2025_07_28_20_31_03_806.jpg,0,0,0,27.8246
C:\Users\CHANDU\Downloads\simulator-windows-64\Records1\IMG\center_2025_07_28_20_31_03_909.jpg, C:\Users\CHANDU\Downloads\simulator-windows-64\Records1\IMG\left_2025_07_28_20_31_03_909.jpg, C:\Users\CHANDU\Downloads\simulator-windows-64\Records1\IMG\right_2025_07_28_20_31_03_909.jpg,-0.3138126,0,0,27.42957
C:\Users\CHANDU\Downloads\simulator-windows-64\Records1\IMG\center_2025_07_28_20_31_04_011.jpg, C:\Users\CHANDU\Downloads\simulator-windows-64\Records1\IMG\left_2025_07_28_20_31_04_011.jpg, C:\Users\CHANDU\Downloads\simulator-windows-64\Records1\IMG\right_2025_07_28_20_31_04_011.jpg,-0.009618908,0,0,27.14706
C:\Users\CHANDU\Downloads\simulator-windows-64\Records1\IMG\center_2025_07_28_20_31_04_117.jpg, C:\Users\CHANDU\Downloads\simulator-windows-64\Records1\IMG\left_2025_07_28_20_31_04_117.jpg, C:\Users\CHANDU\Downloads\simulator-windows-64\Records1\IMG\right_2025_07_28_20_31_04_117.jpg,0,0,0,26.87304
C:\Users\CHANDU\Downloads\simulator-windows-64\Records1\IMG\center_2025_07_28_20_31_04_222.jpg, C:\Users\CHANDU\Downloads\simulator-windows-64\Records1\IMG\left_2025_07_28_20_31_04_222.jpg, C:\Users\CHANDU\Downloads\simulator-windows-64\Records1\IMG\right_2025_07_28_20_31_04_222.jpg,0,0,0,26.60299
C:\Users\CHANDU\Downloads\simulator-windows-64\Records1\IMG\center_2025_07_28_20_31_04_324.jpg, C:\Users\CHANDU\Downloads\simulator-windows-64\Records1\IMG\left_2025_07_28_20_31_04_324.jpg, C:\Users\CHANDU\Downloads\simulator-windows-64\Records1\IMG\right_2025_07_28_20_31_04_324.jpg,0,0,0,26.33587
C:\Users\CHANDU\Downloads\simulator-windows-64\Records1\IMG\center_2025_07_28_20_31_04_426.jpg, C:\Users\CHANDU\Downloads\simulator-windows-64\Records1\IMG\left_2025_07_28_20_31_04_426.jpg, C:\Users\CHANDU\Downloads\simulator-windows-64\Records1\IMG\right_2025_07_28_20_31_04_426.jpg,0,0,0,26.01887
C:\Users\CHANDU\Downloads\simulator-windows-64\Records1\IMG\center_2025_07_28_20_31_04_530.jpg, C:\Users\CHANDU\Downloads\simulator-windows-64\Records1\IMG\left_2025_07_28_20_31_04_530.jpg, C:\Users\CHANDU\Downloads\simulator-windows-64\Records1\IMG\right_2025_07_28_20_31_04_530.jpg,0,0,0,25.75763
C:\Users\CHANDU\Downloads\simulator-windows-64\Records1\IMG\center_2025_07_28_20_31_04_636.jpg, C:\Users\CHANDU\Downloads\simulator-windows-64\Records1\IMG\left_2025_07_28_20_31_04_636.jpg, C:\Users\CHANDU\Downloads\simulator-windows-64\Records1\IMG\right_2025_07_28_20_31_04_636.jpg,0,0,0,25.49901
C:\Users\CHANDU\Downloads\simulator-windows-64\Records1\IMG\center_2025_07_28_20_31_04_738.jpg, C:\Users\CHANDU\Downloads\simulator-windows-64\Records1\IMG\left_2025_07_28_20_31_04_738.jpg, C:\Users\CHANDU\Downloads\simulator-windows-64\Records1\IMG\right_2025_07_28_20_31_04_738.jpg,-0.3072249,0,0,25.13742
C:\Users\CHANDU\Downloads\simulator-windows-64\Records1\IMG\center_2025_07_28_20_31_04_843.jpg, C:\Users\CHANDU\Downloads\simulator-windows-64\Records1\IMG\left_2025_07_28_20_31_04_843.jpg, C:\Users\CHANDU\Downloads\simulator-windows-64\Records1\IMG\right_2025_07_28_20_31_04_843.jpg,0,0,0,24.87423
C:\Users\CHANDU\Downloads\simulator-windows-64\Records1\IMG\center_2025_07_28_20_31_04_946.jpg, C:\Users\CHANDU\Downloads\simulator-windows-64\Records1\IMG\left_2025_07_28_20_31_04_946.jpg, C:\Users\CHANDU\Downloads\simulator-windows-64\Records1\IMG\right_2025_07_28_20_31_04_946.jpg,0,0,0,24.57323
C:\Users\CHANDU\Downloads\simulator-windows-64\Records1\IMG\center_2025_07_28_20_31_05_049.jpg, C:\Users\CHANDU\Downloads\simulator-windows-64\Records1\IMG\left_2025_07_28_20_31_05_049.jpg, C:\Users\CHANDU\Downloads\simulator-windows-64\Records1\IMG\right_2025_07_28_20_31_05_049.jpg,0,0,0,24.32633
C:\Users\CHANDU\Downloads\simulator-windows-64\Records1\IMG\center_2025_07_28_20_31_05_150.jpg, C:\Users\CHANDU\Downloads\simulator-windows-64\Records1\IMG\left_2025_07_28_20_31_05_150.jpg, C:\Users\CHANDU\Downloads\simulator-windows-64\Records1\IMG\right_2025_07_28_20_31_05_150.jpg,0,0,0,24.08207
C:\Users\CHANDU\Downloads\simulator-windows-64\Records1\IMG\center_2025_07_28_20_31_05_255.jpg, C:\Users\CHANDU\Downloads\simulator-windows-64\Records1\IMG\left_2025_07_28_20_31_05_255.jpg, C:\Users\CHANDU\Downloads\simulator-windows-64\Records1\IMG\right_2025_07_28_20_31_05_255.jpg,0,0,0,23.84028
C:\Users\CHANDU\Downloads\simulator-windows-64\Records1\IMG\center_2025_07_28_20_31_05_365.jpg, C:\Users\CHANDU\Downloads\simulator-windows-64\Records1\IMG\left_2025_07_28_20_31_05_365.jpg, C:\Users\CHANDU\Downloads\simulator-windows-64\Records1\IMG\right_2025_07_28_20_31_05_365.jpg,0,0,0,23.55339
C:\Users\CHANDU\Downloads\simulator-windows-64\Records1\IMG\center_2025_07_28_20_31_05_466.jpg, C:\Users\CHANDU\Downloads\simulator-windows-64\Records1\IMG\left_2025_07_28_20_31_05_466.jpg, C:\Users\CHANDU\Downloads\simulator-windows-64\Records1\IMG\right_2025_07_28_20_31_05_466.jpg,0,0.3022962,0,23.62694
C:\Users\CHANDU\Downloads\simulator-windows-64\Records1\IMG\center_2025_07_28_20_31_05_606.jpg, C:\Users\CHANDU\Downloads\simulator-windows-64\Records1\IMG\left_2025_07_28_20_31_05_606.jpg, C:\Users\CHANDU\Downloads\simulator-windows-64\Records1\IMG\right_2025_07_28_20_31_05_606.jpg,-0.124215,0,0,23.36426
C:\Users\CHANDU\Downloads\simulator-windows-64\Records1\IMG\center_2025_07_28_20_31_05_744.jpg, C:\Users\CHANDU\Downloads\simulator-windows-64\Records1\IMG\left_2025_07_28_20_31_05_744.jpg, C:\Users\CHANDU\Downloads\simulator-windows-64\Records1\IMG\right_2025_07_28_20_31_05_744.jpg,-0.5365554,0,0,22.68382
C:\Users\CHANDU\Downloads\simulator-windows-64\Records1\IMG\center_2025_07_28_20_31_05_846.jpg, C:\Users\CHANDU\Downloads\simulator-windows-64\Records1\IMG\left_2025_07_28_20_31_05_846.jpg, C:\Users\CHANDU\Downloads\simulator-windows-64\Records1\IMG\right_2025_07_28_20_31_05_846.jpg,-0.2310588,0,0,22.47122
C:\Users\CHANDU\Downloads\simulator-windows-64\Records1\IMG\center_2025_07_28_20_31_05_957.jpg, C:\Users\CHANDU\Downloads\simulator-windows-64\Records1\IMG\left_2025_07_28_20_31_05_957.jpg, C:\Users\CHANDU\Downloads\simulator-windows-64\Records1\IMG\right_2025_07_28_20_31_05_957.jpg,0,0,0,22.22121
C:\Users\CHANDU\Downloads\simulator-windows-64\Records1\IMG\center_2025_07_28_20_31_06_057.jpg, C:\Users\CHANDU\Downloads\simulator-windows-64\Records1\IMG\left_2025_07_28_20_31_06_057.jpg, C:\Users\CHANDU\Downloads\simulator-windows-64\Records1\IMG\right_2025_07_28_20_31_06_057.jpg,0,0,0,21.99123
C:\Users\CHANDU\Downloads\simulator-windows-64\Records1\IMG\center_2025_07_28_20_31_06_159.jpg, C:\Users\CHANDU\Downloads\simulator-windows-64\Records1\IMG\left_2025_07_28_20_31_06_159.jpg, C:\Users\CHANDU\Downloads\simulator-windows-64\Records1\IMG\right_2025_07_28_20_31_06_159.jpg,0,0,0,21.77167
C:\Users\CHANDU\Downloads\simulator-windows-64\Records1\IMG\center_2025_07_28_20_31_06_268.jpg, C:\Users\CHANDU\Downloads\simulator-windows-64\Records1\IMG\left_2025_07_28_20_31_06_268.jpg, C:\Users\CHANDU\Downloads\simulator-windows-64\Records1\IMG\right_2025_07_28_20_31_06_268.jpg,-0.325791,0,0,21.39758
C:\Users\CHANDU\Downloads\simulator-windows-64\Records1\IMG\center_2025_07_28_20_31_06_407.jpg, C:\Users\CHANDU\Downloads\simulator-windows-64\Records1\IMG\left_2025_07_28_20_31_06_407.jpg, C:\Users\CHANDU\Downloads\simulator-windows-64\Records1\IMG\right_2025_07_28_20_31_06_407.jpg,0,0,0,21.09462
C:\Users\CHANDU\Downloads\simulator-windows-64\Records1\IMG\center_2025_07_28_20_31_06_541.jpg, C:\Users\CHANDU\Downloads\simulator-windows-64\Records1\IMG\left_2025_07_28_20_31_06_541.jpg, C:\Users\CHANDU\Downloads\simulator-windows-64\Records1\IMG\right_2025_07_28_20_31_06_541.jpg,0,0,0,20.83963
C:\Users\CHANDU\Downloads\simulator-windows-64\Records1\IMG\center_2025_07_28_20_31_06_644.jpg, C:\Users\CHANDU\Downloads\simulator-windows-64\Records1\IMG\left_2025_07_28_20_31_06_644.jpg, C:\Users\CHANDU\Downloads\simulator-windows-64\Records1\IMG\right_2025_07_28_20_31_06_644.jpg,0,0,0,20.62376
C:\Users\CHANDU\Downloads\simulator-windows-64\Records1\IMG\center_2025_07_28_20_31_06_787.jpg, C:\Users\CHANDU\Downloads\simulator-windows-64\Records1\IMG\left_2025_07_28_20_31_06_787.jpg, C:\Users\CHANDU\Downloads\simulator-windows-64\Records1\IMG\right_2025_07_28_20_31_06_787.jpg,0,0,0,20.29041
C:\Users\CHANDU\Downloads\simulator-windows-64\Records1\IMG\center_2025_07_28_20_31_06_919.jpg, C:\Users\CHANDU\Downloads\simulator-windows-64\Records1\IMG\left_2025_07_28_20_31_06_919.jpg, C:\Users\CHANDU\Downloads\simulator-windows-64\Records1\IMG\right_2025_07_28_20_31_06_919.jpg,0,0.3917325,0,20.62184
C:\Users\CHANDU\Downloads\simulator-windows-64\Records1\IMG\center_2025_07_28_20_31_07_021.jpg, C:\Users\CHANDU\Downloads\simulator-windows-64\Records1\IMG\left_2025_07_28_20_31_07_021.jpg, C:\Users\CHANDU\Downloads\simulator-windows-64\Records1\IMG\right_2025_07_28_20_31_07_021.jpg,0,0.7025844,0,21.11212
C:\Users\CHANDU\Downloads\simulator-windows-64\Records1\IMG\center_2025_07_28_20_31_07_166.jpg, C:\Users\CHANDU\Downloads\simulator-windows-64\Records1\IMG\left_2025_07_28_20_31_07_166.jpg, C:\Users\CHANDU\Downloads\simulator-windows-64\Records1\IMG\right_2025_07_28_20_31_07_166.jpg,0,1,0,22.71548
C:\Users\CHANDU\Downloads\simulator-windows-64\Records1\IMG\center_2025_07_28_20_31_07_298.jpg, C:\Users\CHANDU\Downloads\simulator-windows-64\Records1\IMG\left_2025_07_28_20_31_07_298.jpg, C:\Users\CHANDU\Downloads\simulator-windows-64\Records1\IMG\right_2025_07_28_20_31_07_298.jpg,0,1,0,23.89957
C:\Users\CHANDU\Downloads\simulator-windows-64\Records1\IMG\center_2025_07_28_20_31_07_436.jpg, C:\Users\CHANDU\Downloads\simulator-windows-64\Records1\IMG\left_2025_07_28_20_31_07_436.jpg, C:\Users\CHANDU\Downloads\simulator-windows-64\Records1\IMG\right_2025_07_28_20_31_07_436.jpg,0,1,0,25.25529
C:\Users\CHANDU\Downloads\simulator-windows-64\Records1\IMG\center_2025_07_28_20_31_07_569.jpg, C:\Users\CHANDU\Downloads\simulator-windows-64\Records1\IMG\left_2025_07_28_20_31_07_569.jpg, C:\Users\CHANDU\Downloads\simulator-windows-64\Records1\IMG\right_2025_07_28_20_31_07_569.jpg,0,1,0,26.58835
C:\Users\CHANDU\Downloads\simulator-windows-64\Records1\IMG\center_2025_07_28_20_31_07_671.jpg, C:\Users\CHANDU\Downloads\simulator-windows-64\Records1\IMG\left_2025_07_28_20_31_07_671.jpg, C:\Users\CHANDU\Downloads\simulator-windows-64\Records1\IMG\right_2025_07_28_20_31_07_671.jpg,0,1,0,27.52925
C:\Users\CHANDU\Downloads\simulator-windows-64\Records1\IMG\center_2025_07_28_20_31_07_811.jpg, C:\Users\CHANDU\Downloads\simulator-windows-64\Records1\IMG\left_2025_07_28_20_31_07_811.jpg, C:\Users\CHANDU\Downloads\simulator-windows-64\Records1\IMG\right_2025_07_28_20_31_07_811.jpg,0,1,0,28.8306
C:\Users\CHANDU\Downloads\simulator-windows-64\Records1\IMG\center_2025_07_28_20_31_07_944.jpg, C:\Users\CHANDU\Downloads\simulator-windows-64\Records1\IMG\left_2025_07_28_20_31_07_944.jpg, C:\Users\CHANDU\Downloads\simulator-windows-64\Records1\IMG\right_2025_07_28_20_31_07_944.jpg,0,1,0,30.11367
C:\Users\CHANDU\Downloads\simulator-windows-64\Records1\IMG\center_2025_07_28_20_31_08_086.jpg, C:\Users\CHANDU\Downloads\simulator-windows-64\Records1\IMG\left_2025_07_28_20_31_08_086.jpg, C:\Users\CHANDU\Downloads\simulator-windows-64\Records1\IMG\right_2025_07_28_20_31_08_086.jpg,0,1,0,30.19027
C:\Users\CHANDU\Downloads\simulator-windows-64\Records1\IMG\center_2025_07_28_20_31_08_219.jpg, C:\Users\CHANDU\Downloads\simulator-windows-64\Records1\IMG\left_2025_07_28_20_31_08_219.jpg, C:\Users\CHANDU\Downloads\simulator-windows-64\Records1\IMG\right_2025_07_28_20_31_08_219.jpg,0,1,0,30.19032
C:\Users\CHANDU\Downloads\simulator-windows-64\Records1\IMG\center_2025_07_28_20_31_08_368.jpg, C:\Users\CHANDU\Downloads\simulator-windows-64\Records1\IMG\left_2025_07_28_20_31_08_368.jpg, C:\Users\CHANDU\Downloads\simulator-windows-64\Records1\IMG\right_2025_07_28_20_31_08_368.jpg,0,1,0,30.19
C:\Users\CHANDU\Downloads\simulator-windows-64\Records1\IMG\center_2025_07_28_20_31_08_497.jpg, C:\Users\CHANDU\Downloads\simulator-windows-64\Records1\IMG\left_2025_07_28_20_31_08_497.jpg, C:\Users\CHANDU\Downloads\simulator-windows-64\Records1\IMG\right_2025_07_28_20_31_08_497.jpg,-0.3859809,1,0,30.16631
C:\Users\CHANDU\Downloads\simulator-windows-64\Records1\IMG\center_2025_07_28_20_31_08_598.jpg, C:\Users\CHANDU\Downloads\simulator-windows-64\Records1\IMG\left_2025_07_28_20_31_08_598.jpg, C:\Users\CHANDU\Downloads\simulator-windows-64\Records1\IMG\right_2025_07_28_20_31_08_598.jpg,-0.6877071,1,0,30.12582
C:\Users\CHANDU\Downloads\simulator-windows-64\Records1\IMG\center_2025_07_28_20_31_08_737.jpg, C:\Users\CHANDU\Downloads\simulator-windows-64\Records1\IMG\left_2025_07_28_20_31_08_737.jpg, C:\Users\CHANDU\Downloads\simulator-windows-64\Records1\IMG\right_2025_07_28_20_31_08_737.jpg,-0.2669181,0.579211,0,30.07705
C:\Users\CHANDU\Downloads\simulator-windows-64\Records1\IMG\center_2025_07_28_20_31_08_863.jpg, C:\Users\CHANDU\Downloads\simulator-windows-64\Records1\IMG\left_2025_07_28_20_31_08_863.jpg, C:\Users\CHANDU\Downloads\simulator-windows-64\Records1\IMG\right_2025_07_28_20_31_08_863.jpg,0,0.2046784,0,29.88952
C:\Users\CHANDU\Downloads\simulator-windows-64\Records1\IMG\center_2025_07_28_20_31_08_997.jpg, C:\Users\CHANDU\Downloads\simulator-windows-64\Records1\IMG\left_2025_07_28_20_31_08_997.jpg, C:\Users\CHANDU\Downloads\simulator-windows-64\Records1\IMG\right_2025_07_28_20_31_08_997.jpg,0,0,0,29.50478
C:\Users\CHANDU\Downloads\simulator-windows-64\Records1\IMG\center_2025_07_28_20_31_09_129.jpg, C:\Users\CHANDU\Downloads\simulator-windows-64\Records1\IMG\left_2025_07_28_20_31_09_129.jpg, C:\Users\CHANDU\Downloads\simulator-windows-64\Records1\IMG\right_2025_07_28_20_31_09_129.jpg,0,0,0,29.09066
C:\Users\CHANDU\Downloads\simulator-windows-64\Records1\IMG\center_2025_07_28_20_31_09_229.jpg, C:\Users\CHANDU\Downloads\simulator-windows-64\Records1\IMG\left_2025_07_28_20_31_09_229.jpg, C:\Users\CHANDU\Downloads\simulator-windows-64\Records1\IMG\right_2025_07_28_20_31_09_229.jpg,0.3037452,0,0,28.68294
C:\Users\CHANDU\Downloads\simulator-windows-64\Records1\IMG\center_2025_07_28_20_31_09_364.jpg, C:\Users\CHANDU\Downloads\simulator-windows-64\Records1\IMG\left_2025_07_28_20_31_09_364.jpg, C:\Users\CHANDU\Downloads\simulator-windows-64\Records1\IMG\right_2025_07_28_20_31_09_364.jpg,0.7089972,0,0,27.84792
C:\Users\CHANDU\Downloads\simulator-windows-64\Records1\IMG\center_2025_07_28_20_31_09_494.jpg, C:\Users\CHANDU\Downloads\simulator-windows-64\Records1\IMG\left_2025_07_28_20_31_09_494.jpg, C:\Users\CHANDU\Downloads\simulator-windows-64\Records1\IMG\right_2025_07_28_20_31_09_494.jpg,0.3203601,0,0,27.52881
C:\Users\CHANDU\Downloads\simulator-windows-64\Records1\IMG\center_2025_07_28_20_31_09_633.jpg, C:\Users\CHANDU\Downloads\simulator-windows-64\Records1\IMG\left_2025_07_28_20_31_09_633.jpg, C:\Users\CHANDU\Downloads\simulator-windows-64\Records1\IMG\right_2025_07_28_20_31_09_633.jpg,0,0,0,27.11606
C:\Users\CHANDU\Downloads\simulator-windows-64\Records1\IMG\center_2025_07_28_20_31_09_771.jpg, C:\Users\CHANDU\Downloads\simulator-windows-64\Records1\IMG\left_2025_07_28_20_31_09_771.jpg, C:\Users\CHANDU\Downloads\simulator-windows-64\Records1\IMG\right_2025_07_28_20_31_09_771.jpg,-0.4127733,0,0,26.41951
C:\Users\CHANDU\Downloads\simulator-windows-64\Records1\IMG\center_2025_07_28_20_31_09_911.jpg, C:\Users\CHANDU\Downloads\simulator-windows-64\Records1\IMG\left_2025_07_28_20_31_09_911.jpg, C:\Users\CHANDU\Downloads\simulator-windows-64\Records1\IMG\right_2025_07_28_20_31_09_911.jpg,0,0,0,26.04194
C:\Users\CHANDU\Downloads\simulator-windows-64\Records1\IMG\center_2025_07_28_20_31_10_050.jpg, C:\Users\CHANDU\Downloads\simulator-windows-64\Records1\IMG\left_2025_07_28_20_31_10_050.jpg, C:\Users\CHANDU\Downloads\simulator-windows-64\Records1\IMG\right_2025_07_28_20_31_10_050.jpg,0,0,0,25.67241
C:\Users\CHANDU\Downloads\simulator-windows-64\Records1\IMG\center_2025_07_28_20_31_10_161.jpg, C:\Users\CHANDU\Downloads\simulator-windows-64\Records1\IMG\left_2025_07_28_20_31_10_161.jpg, C:\Users\CHANDU\Downloads\simulator-windows-64\Records1\IMG\right_2025_07_28_20_31_10_161.jpg,0,0,0,25.41424
C:\Users\CHANDU\Downloads\simulator-windows-64\Records1\IMG\center_2025_07_28_20_31_10_265.jpg, C:\Users\CHANDU\Downloads\simulator-windows-64\Records1\IMG\left_2025_07_28_20_31_10_265.jpg, C:\Users\CHANDU\Downloads\simulator-windows-64\Records1\IMG\right_2025_07_28_20_31_10_265.jpg,0,0,0,25.10823
C:\Users\CHANDU\Downloads\simulator-windows-64\Records1\IMG\center_2025_07_28_20_31_10_371.jpg, C:\Users\CHANDU\Downloads\simulator-windows-64\Records1\IMG\left_2025_07_28_20_31_10_371.jpg, C:\Users\CHANDU\Downloads\simulator-windows-64\Records1\IMG\right_2025_07_28_20_31_10_371.jpg,0,0,0,24.85602
C:\Users\CHANDU\Downloads\simulator-windows-64\Records1\IMG\center_2025_07_28_20_31_10_480.jpg, C:\Users\CHANDU\Downloads\simulator-windows-64\Records1\IMG\left_2025_07_28_20_31_10_480.jpg, C:\Users\CHANDU\Downloads\simulator-windows-64\Records1\IMG\right_2025_07_28_20_31_10_480.jpg,0,0,0,24.60631
C:\Users\CHANDU\Downloads\simulator-windows-64\Records1\IMG\center_2025_07_28_20_31_10_583.jpg, C:\Users\CHANDU\Downloads\simulator-windows-64\Records1\IMG\left_2025_07_28_20_31_10_583.jpg, C:\Users\CHANDU\Downloads\simulator-windows-64\Records1\IMG\right_2025_07_28_20_31_10_583.jpg,0,0,0,24.3591
C:\Users\CHANDU\Downloads\simulator-windows-64\Records1\IMG\center_2025_07_28_20_31_10_686.jpg, C:\Users\CHANDU\Downloads\simulator-windows-64\Records1\IMG\left_2025_07_28_20_31_10_686.jpg, C:\Users\CHANDU\Downloads\simulator-windows-64\Records1\IMG\right_2025_07_28_20_31_10_686.jpg,0,0,0,24.06569
C:\Users\CHANDU\Downloads\simulator-windows-64\Records1\IMG\center_2025_07_28_20_31_10_794.jpg, C:\Users\CHANDU\Downloads\simulator-windows-64\Records1\IMG\left_2025_07_28_20_31_10_794.jpg, C:\Users\CHANDU\Downloads\simulator-windows-64\Records1\IMG\right_2025_07_28_20_31_10_794.jpg,0,0.3249009,0,24.1585
C:\Users\CHANDU\Downloads\simulator-windows-64\Records1\IMG\center_2025_07_28_20_31_10_910.jpg, C:\Users\CHANDU\Downloads\simulator-windows-64\Records1\IMG\left_2025_07_28_20_31_10_910.jpg, C:\Users\CHANDU\Downloads\simulator-windows-64\Records1\IMG\right_2025_07_28_20_31_10_910.jpg,0,0.6707228,0,24.80873
C:\Users\CHANDU\Downloads\simulator-windows-64\Records1\IMG\center_2025_07_28_20_31_11_014.jpg, C:\Users\CHANDU\Downloads\simulator-windows-64\Records1\IMG\left_2025_07_28_20_31_11_014.jpg, C:\Users\CHANDU\Downloads\simulator-windows-64\Records1\IMG\right_2025_07_28_20_31_11_014.jpg,0,0.9805844,0,25.68756
C:\Users\CHANDU\Downloads\simulator-windows-64\Records1\IMG\center_2025_07_28_20_31_11_129.jpg, C:\Users\CHANDU\Downloads\simulator-windows-64\Records1\IMG\left_2025_07_28_20_31_11_129.jpg, C:\Users\CHANDU\Downloads\simulator-windows-64\Records1\IMG\right_2025_07_28_20_31_11_129.jpg,0,1,0,26.82757
C:\Users\CHANDU\Downloads\simulator-windows-64\Records1\IMG\center_2025_07_28_20_31_11_264.jpg, C:\Users\CHANDU\Downloads\simulator-windows-64\Records1\IMG\left_2025_07_28_20_31_11_264.jpg, C:\Users\CHANDU\Downloads\simulator-windows-64\Records1\IMG\right_2025_07_28_20_31_11_264.jpg,-0.1165896,1,0,28.13098
C:\Users\CHANDU\Downloads\simulator-windows-64\Records1\IMG\center_2025_07_28_20_31_11_402.jpg, C:\Users\CHANDU\Downloads\simulator-windows-64\Records1\IMG\left_2025_07_28_20_31_11_402.jpg, C:\Users\CHANDU\Downloads\simulator-windows-64\Records1\IMG\right_2025_07_28_20_31_11_402.jpg,0,1,0,29.24049
